word,frequency,probability
च,185,0.08801141769743102
न,129,0.06137012369172217
स,57,0.027117031398667935
मे,50,0.023786869647954328
मां,41,0.01950523311132255
हि,38,0.01807802093244529
ते,38,0.01807802093244529
उवाच,33,0.01569933396764986
तु,24,0.011417697431018078
भारत,22,0.010466222645099905
एव,19,0.009039010466222646
चैव,19,0.009039010466222646
यः,18,0.008563273073263558
वा,18,0.008563273073263558
परं,16,0.007611798287345386
तथा,15,0.007136060894386299
ये,15,0.007136060894386299
मम,15,0.007136060894386299
यो,14,0.006660323501427212
महाबाहो,14,0.006660323501427212
भूतानि,14,0.006660323501427212
योगी,13,0.006184586108468126
मया,12,0.005708848715509039
तं,12,0.005708848715509039
ततो,11,0.005233111322549952
परमं,11,0.005233111322549952
मयि,11,0.005233111322549952
भवति,10,0.004757373929590866
शृणु,9,0.004281636536631779
सा,9,0.004281636536631779
इति,9,0.004281636536631779
सुखं,8,0.003805899143672693
परां,8,0.003805899143672693
मनः,8,0.003805899143672693
किं,8,0.003805899143672693
पुनः,8,0.003805899143672693
पुरुषं,7,0.003330161750713606
सः,7,0.003330161750713606
फलं,7,0.003330161750713606
येन,7,0.003330161750713606
मा,7,0.003330161750713606
भूयः,7,0.003330161750713606
यथा,7,0.003330161750713606
याति,7,0.003330161750713606
देहे,7,0.003330161750713606
धनंजय,7,0.003330161750713606
मनो,6,0.0028544243577545195
रूपं,6,0.0028544243577545195
जनाः,6,0.0028544243577545195
धृतिः,6,0.0028544243577545195
योगं,6,0.0028544243577545195
भूतेषु,6,0.0028544243577545195
नरः,5,0.002378686964795433
लोके,5,0.002378686964795433
कथं,5,0.002378686964795433
तदा,5,0.002378686964795433
विदुः,5,0.002378686964795433
कुरु,5,0.002378686964795433
यदा,5,0.002378686964795433
भव,5,0.002378686964795433
तेषु,5,0.002378686964795433
तेषां,5,0.002378686964795433
जायते,5,0.002378686964795433
सततं,5,0.002378686964795433
य,5,0.002378686964795433
नो,5,0.002378686964795433
