ngram,Frequency,Probability
प्रदर्शनकारियो,991,0.07721075185040904
्रदर्शनकारियों,991,0.07721075185040904
दुर्भाग्यपूर्ण,437,0.034047526295286325
अंतर्राष्ट्रीय,396,0.030853135956369303
दुर्घटनाग्रस्त,328,0.02555512271133619
सुरक्षाकर्मियो,286,0.022282820412933384
ुरक्षाकर्मियों,286,0.022282820412933384
मुख्यमंत्रियों,266,0.020724581223217763
विश्वविद्यालयो,226,0.01760810284378652
िश्वविद्यालयों,226,0.01760810284378652
इंफ्रास्ट्रक्च,214,0.01667315932995715
ंफ्रास्ट्रक्चर,214,0.01667315932995715
इन्फ्रास्ट्रक्,186,0.014491624464355278
न्फ्रास्ट्रक्च,186,0.014491624464355278
्फ्रास्ट्रक्चर,186,0.014491624464355278
तीर्थयात्रियों,140,0.01090767432800935
धर्मनिरपेक्षता,133,0.010362290611608881
स्पेसिफिकेशन्स,128,0.009972730814179976
प्रत्यक्षदर्शि,126,0.009816906895208415
्रत्यक्षदर्शिय,126,0.009816906895208415
रत्यक्षदर्शियो,126,0.009816906895208415
त्यक्षदर्शियों,126,0.009816906895208415
एडमिनिस्ट्रेशन,118,0.009193611219322165
अर्थव्यवस्थाओं,98,0.007635372029606544
मीडियाकर्मियों,96,0.007479548110634983
प्रत्यक्षदर्शी,93,0.007245812232177639
डिस्ट्रीब्यूशन,89,0.006934164394234515
शिक्षाकर्मियों,88,0.006856252434748734
प्रधानमंत्रियो,78,0.006077132839890923
्रधानमंत्रियों,78,0.006077132839890923
मैन्युफैक्चरिं,73,0.005687573042462018
ैन्युफैक्चरिंग,73,0.005687573042462018
मैन्यूफैक्चरिं,68,0.005298013245033113
ैन्यूफैक्चरिंग,68,0.005298013245033113
न्यायमूर्तियों,68,0.005298013245033113
जनप्रतिनिधियों,66,0.00514218932606155
प्रतिद्वंद्विय,60,0.004674717569146864
्रतिद्वंद्वियो,60,0.004674717569146864
रतिद्वंद्वियों,60,0.004674717569146864
फार्मास्यूटिकल,60,0.004674717569146864
ार्मास्यूटिकल्,56,0.00436306973120374
र्मास्यूटिकल्स,56,0.00436306973120374
भ्रष्टाचारियों,53,0.004129333852746397
अनुसंधानकर्ताओ,53,0.004129333852746397
नुसंधानकर्ताओं,53,0.004129333852746397
महत्वाकांक्षाओ,52,0.004051421893260615
हत्वाकांक्षाओं,52,0.004051421893260615
क्रिप्टोकरेंसी,51,0.003973509933774834
पार्लियामेंट्र,51,0.003973509933774834
ार्लियामेंट्री,51,0.003973509933774834
क्षेत्राधिकारी,49,0.003817686014803272
अगस्टावेस्टलैं,48,0.0037397740553174914
गस्टावेस्टलैंड,48,0.0037397740553174914
परीक्षार्थियों,48,0.0037397740553174914
साम्प्रदायिकता,44,0.003428126217374367
इलैक्ट्रोनिक्स,44,0.003428126217374367
अर्थव्यवस्थाएं,42,0.003272302298402805
सिनेमेटोग्राफी,40,0.0031164783794312427
डब्ल्यूडब्ल्यू,46,0.003583950136345929
ब्ल्यूडब्ल्यूई,38,0.0029606544604596804
अर्थशास्त्रियो,36,0.0028048305414881186
र्थशास्त्रियों,36,0.0028048305414881186
कार्बोहाइड्रेट,55,0.004285157771717959
बांग्लादेशियों,34,0.0026490066225165563
उच्चाधिकारियों,33,0.002571094663030775
स्वास्थ्यवर्धक,33,0.002571094663030775
राष्ट्राध्यक्ष,53,0.004129333852746397
ट्रांसपोर्टेशन,31,0.0024152707440592133
विधानसभाध्यक्ष,30,0.002337358784573432
महत्वाकांक्षाए,29,0.002259446825087651
हत्वाकांक्षाएं,29,0.002259446825087651
इलेक्ट्रानिक्स,28,0.00218153486560187
वाणिज्यदूतावास,26,0.0020257109466303076
इन्वेस्टिगेटिव,26,0.0020257109466303076
संयुक्तराष्ट्र,24,0.0018698870276587457
अन्तर्राष्ट्री,24,0.0018698870276587457
न्तर्राष्ट्रीय,24,0.0018698870276587457
एंजियोप्लास्टी,23,0.0017919750681729646
ट्रांसपोर्टरों,22,0.0017140631086871834
डिस्ट्रिब्यूशन,21,0.0016361511492014025
अतिआत्मविश्वास,21,0.0016361511492014025
ाष्ट्राध्यक्षो,21,0.0016361511492014025
ष्ट्राध्यक्षों,21,0.0016361511492014025
डिस्ट्रीब्यूटर,24,0.0018698870276587457
िस्ट्रीब्यूटर्,21,0.0016361511492014025
स्ट्रीब्यूटर्स,21,0.0016361511492014025
इंफ्रास्ट्रकचर,20,0.0015582391897156214
स्वास्थ्यकर्मि,20,0.0015582391897156214
्वास्थ्यकर्मिय,20,0.0015582391897156214
वास्थ्यकर्मियो,20,0.0015582391897156214
ास्थ्यकर्मियों,20,0.0015582391897156214
अयोध्यावासियों,20,0.0015582391897156214
श्रीकृष्णापुरी,20,0.0015582391897156214
डिस्ट्रिब्यूटर,29,0.002259446825087651
िस्ट्रिब्यूटर्,20,0.0015582391897156214
स्ट्रिब्यूटर्स,20,0.0015582391897156214
टेलिकम्यूनिकेश,20,0.0015582391897156214
ेलिकम्यूनिकेशन,20,0.0015582391897156214
टेलीकम्यूनिकेश,20,0.0015582391897156214
ेलीकम्यूनिकेशन,20,0.0015582391897156214
एक्सट्रामैरिटल,20,0.0015582391897156214
